Drug_Name,DILI-Concern Label,DILI-Risk Level,DILI-Concern Source
lansoprazole,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
lanthanum carbonate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
lapatinib,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
l-arginine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
laronidase,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
laropiprant,Most-DILI-Concern,High,Logistic regression model prediction 
lasofoxifene,Most-DILI-Concern,High,Logistic regression model prediction 
latanoprost,Other-DILI-Concern,Low,Logistic regression model prediction 
l-carnitine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
l-cysteine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ledipasvir,Other-DILI-Concern,Low,Logistic regression model prediction 
leflunomide,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
lenalidomide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
lenvatinib,Most-DILI-Concern,High,Logistic regression model prediction 
lepirudin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
lercanidipine,Other-DILI-Concern,Low,Logistic regression model prediction 
lesinurad,Other-DILI-Concern,Low,Logistic regression model prediction 
letosteine,Most-DILI-Concern,High,Logistic regression model prediction 
letrozole,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
leucovorin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
leuprolide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
levalbuterol,Other-DILI-Concern,Low,Logistic regression model prediction 
levallorphan,Other-DILI-Concern,Low,Logistic regression model prediction 
levamisole,Other-DILI-Concern,Low,Logistic regression model prediction 
levetiracetam,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
levobunolol,Other-DILI-Concern,Low,Logistic regression model prediction 
levocarnitine,Other-DILI-Concern,Low,Logistic regression model prediction 
levocetirizine,Other-DILI-Concern,Low,Logistic regression model prediction 
levocetirizine dihydrochloride,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
levodopa,Other-DILI-Concern,Low,Logistic regression model prediction 
levodropropizine,Other-DILI-Concern,Low,Logistic regression model prediction 
levofloxacin,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
levofolinate,Other-DILI-Concern,Low,Logistic regression model prediction 
levoleucovorin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
levomefolate calcium,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
levomenol,Other-DILI-Concern,Low,Logistic regression model prediction 
levomepromazine,Most-DILI-Concern,High,Logistic regression model prediction 
levonordefrin,Other-DILI-Concern,Low,Logistic regression model prediction 
levonorgestrel,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
levopropoxyphene,Other-DILI-Concern,Low,Logistic regression model prediction 
levorphanol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
levosimendan,Most-DILI-Concern,High,Logistic regression model prediction 
levosulpiride,Other-DILI-Concern,Low,Logistic regression model prediction 
levothyroxine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
l-glutamine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
lidamidine,Most-DILI-Concern,High,Logistic regression model prediction 
lidocaine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
lidoflazine,Other-DILI-Concern,Low,Logistic regression model prediction 
limaprost,Other-DILI-Concern,Low,Logistic regression model prediction 
linaclotide,Other-DILI-Concern,Low,Logistic regression model prediction 
linagliptin,Most-DILI-Concern,High,Logistic regression model prediction 
lincomycin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
linezolid,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
linsidomine,Most-DILI-Concern,High,Logistic regression model prediction 
liothyronine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
liraglutide,Other-DILI-Concern,Low,Logistic regression model prediction 
liranaftate,Other-DILI-Concern,Low,Logistic regression model prediction 
lisdexamfetamine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
lisinopril,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
lisuride,Most-DILI-Concern,High,Logistic regression model prediction 
l-methionine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
lobeline,Other-DILI-Concern,Low,Logistic regression model prediction 
lobenzarit,Most-DILI-Concern,High,Logistic regression model prediction 
lodoxamide,Other-DILI-Concern,Low,Logistic regression model prediction 
lofepramine,Most-DILI-Concern,High,Logistic regression model prediction 
lofexidine,Other-DILI-Concern,Low,Logistic regression model prediction 
lomefloxacin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
lomerizine,Other-DILI-Concern,Low,Logistic regression model prediction 
lomitapide,Other-DILI-Concern,Low,Logistic regression model prediction 
lomustine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
lonidamine,Most-DILI-Concern,High,Logistic regression model prediction 
loperamide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
lopinavir,Most-DILI-Concern,High,Logistic regression model prediction 
loracarbef,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
loratadine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
lorazepam,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
lorcaserin,Other-DILI-Concern,Low,Logistic regression model prediction 
lornoxicam,Other-DILI-Concern,Low,Logistic regression model prediction 
losartan,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
loteprednol,Other-DILI-Concern,Low,Logistic regression model prediction 
lovastatin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
loxapine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
loxoprofen,Other-DILI-Concern,Low,Logistic regression model prediction 
lubiprostone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
luliconazole,Other-DILI-Concern,Low,Logistic regression model prediction 
lumacaftor,Other-DILI-Concern,Low,Logistic regression model prediction 
lumefantrine,Most-DILI-Concern,High,Logistic regression model prediction 
lumiracoxib,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
lurasidone,Other-DILI-Concern,Low,Logistic regression model prediction 
lutein,Most-DILI-Concern,High,Logistic regression model prediction 
lymecycline,Most-DILI-Concern,High,Logistic regression model prediction 
lynestrenol,Most-DILI-Concern,High,Logistic regression model prediction 
lypressin,Other-DILI-Concern,Low,Logistic regression model prediction 
mabuprofen,Most-DILI-Concern,High,Logistic regression model prediction 
mabuterol,Most-DILI-Concern,High,Logistic regression model prediction 
macitentan,Other-DILI-Concern,Low,Logistic regression model prediction 
mafenide,Other-DILI-Concern,Low,Logistic regression model prediction 
malathion,Other-DILI-Concern,Low,Logistic regression model prediction 
malic acid,Other-DILI-Concern,Low,Logistic regression model prediction 
malotilate,Most-DILI-Concern,High,Logistic regression model prediction 
mandelic acid,Other-DILI-Concern,Low,Logistic regression model prediction 
mangafodipir,Most-DILI-Concern,High,Logistic regression model prediction 
manidipine,Other-DILI-Concern,Low,Logistic regression model prediction 
mannitol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
maprotiline,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
maraviroc,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
marinol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
masitinib,Most-DILI-Concern,High,Logistic regression model prediction 
masoprocol,Other-DILI-Concern,Low,Logistic regression model prediction 
maxacalcitol,Other-DILI-Concern,Low,Logistic regression model prediction 
mazindol,Other-DILI-Concern,Low,Logistic regression model prediction 
mebanazine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
mebendazole,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mebeverine,Other-DILI-Concern,Low,Logistic regression model prediction 
mebhydrolin,Other-DILI-Concern,Low,Logistic regression model prediction 
mebrofenin,Other-DILI-Concern,Low,Logistic regression model prediction 
mecamylamine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mecasermin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mechlorethamine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
meclizine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
meclocycline,Other-DILI-Concern,Low,Logistic regression model prediction 
meclofenamic acid,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
meclofenoxate,Most-DILI-Concern,High,Logistic regression model prediction 
mecysteine,Most-DILI-Concern,High,Logistic regression model prediction 
medroxyprogesterone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
medrysone,Other-DILI-Concern,Low,Logistic regression model prediction 
mefenamic acid,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
mefloquine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
megestrol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
meglumine,Other-DILI-Concern,Low,Logistic regression model prediction 
melatonin,Other-DILI-Concern,Low,Logistic regression model prediction 
meldonium,Most-DILI-Concern,High,Logistic regression model prediction 
meloxicam,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
melperone,Other-DILI-Concern,Low,Logistic regression model prediction 
melphalan,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
memantine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
menadione,Other-DILI-Concern,Low,Logistic regression model prediction 
menatetrenone,Most-DILI-Concern,High,Logistic regression model prediction 
mepacrine,Most-DILI-Concern,High,Logistic regression model prediction 
mepazine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
mepenzolate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
meperidine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mephenesin,Other-DILI-Concern,Low,Logistic regression model prediction 
mephentermine,Most-DILI-Concern,High,Logistic regression model prediction 
mephenytoin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mepivacaine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
meprednisone,Most-DILI-Concern,High,Logistic regression model prediction 
meprobamate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
meptazinol,Other-DILI-Concern,Low,Logistic regression model prediction 
mepyramine,Other-DILI-Concern,Low,Logistic regression model prediction 
mequinol,Other-DILI-Concern,Low,Logistic regression model prediction 
mercaptopurine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
meropenem,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mesalazine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mesna,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mesoridazine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mestinon,Other-DILI-Concern,Low,Logistic regression model prediction 
mestranol,Most-DILI-Concern,High,Logistic regression model prediction 
metacresol,Other-DILI-Concern,Low,Logistic regression model prediction 
metafolin,Other-DILI-Concern,Low,Logistic regression model prediction 
metamizole,Other-DILI-Concern,Low,Logistic regression model prediction 
metaproterenol,Other-DILI-Concern,Low,Logistic regression model prediction 
metaraminol,Other-DILI-Concern,Low,Logistic regression model prediction 
metaxalone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
metergoline,Most-DILI-Concern,High,Logistic regression model prediction 
metformin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
methacholine,Other-DILI-Concern,Low,Logistic regression model prediction 
methacycline,Most-DILI-Concern,High,Logistic regression model prediction 
methadone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
methamphetamine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
methantheline,Other-DILI-Concern,Low,Logistic regression model prediction 
methapyrilene,Other-DILI-Concern,Low,Logistic regression model prediction 
metharbital,Other-DILI-Concern,Low,Logistic regression model prediction 
methazolamide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
methenamine,Other-DILI-Concern,Low,Logistic regression model prediction 
methenamine hippurate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
methicillin,Most-DILI-Concern,High,Logistic regression model prediction 
methimazole,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
methionine,Other-DILI-Concern,Low,Logistic regression model prediction 
methocarbamol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
methohexital,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
methotrexate,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
methoxamine,Most-DILI-Concern,High,Logistic regression model prediction 
methoxsalen,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
methoxyflurane,Other-DILI-Concern,Low,Logistic regression model prediction 
methoxyphenamine,Most-DILI-Concern,High,Logistic regression model prediction 
methsuximide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
methyclothiazide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
methyl aminolevulinate,Other-DILI-Concern,Low,Logistic regression model prediction 
methyl salicylate,Other-DILI-Concern,Low,Logistic regression model prediction 
methyldopa,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
methyldopate,Most-DILI-Concern,High,Logistic regression model prediction 
methylergometrine,Other-DILI-Concern,Low,Logistic regression model prediction 
methylergonovine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
methylnaltrexone,Other-DILI-Concern,Low,Logistic regression model prediction 
methylnaltrexone bromide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
methylparaben,Other-DILI-Concern,Low,Logistic regression model prediction 
methylphenidate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
methylprednisolone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
methylscopolamine bromide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
methyltestosterone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
methylthiouracil,Most-DILI-Concern,High,Logistic regression model prediction 
methysergide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
meticrane,Most-DILI-Concern,High,Logistic regression model prediction 
metipranolol,Most-DILI-Concern,High,Logistic regression model prediction 
metirosine,Most-DILI-Concern,High,Logistic regression model prediction 
metixene,Other-DILI-Concern,Low,Logistic regression model prediction 
metoclopramide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
metolazone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
metoprolol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
metoprolol succinate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
metrizamide,Other-DILI-Concern,Low,Logistic regression model prediction 
metrizoic acid,Most-DILI-Concern,High,Logistic regression model prediction 
metronidazole,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
metyrapone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
metyrosine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mexiletine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
mezlocillin,Other-DILI-Concern,Low,Logistic regression model prediction 
mianserin,Most-DILI-Concern,High,Logistic regression model prediction 
mibefradil,Other-DILI-Concern,Low,Logistic regression model prediction 
micafungin,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
miconazole,Other-DILI-Concern,Low,Logistic regression model prediction 
micronomicin,Other-DILI-Concern,Low,Logistic regression model prediction 
midazolam,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
midecamycin,Other-DILI-Concern,Low,Logistic regression model prediction 
midodrine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
midostaurin,Other-DILI-Concern,Low,Logistic regression model prediction 
mifepristone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
miglitol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
miglustat,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
milnacipran,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
milrinone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
miltefosine,Other-DILI-Concern,Low,Logistic regression model prediction 
minaprine,Most-DILI-Concern,High,Logistic regression model prediction 
minocycline,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
minodronic acid,Other-DILI-Concern,Low,Logistic regression model prediction 
minoxidil,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
miocamycin,Other-DILI-Concern,Low,Logistic regression model prediction 
mirabegron,Other-DILI-Concern,Low,Logistic regression model prediction 
miriplatin,Most-DILI-Concern,High,Logistic regression model prediction 
mirodenafil,Other-DILI-Concern,Low,Logistic regression model prediction 
mirtazapine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
misoprostol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mitiglinide,Most-DILI-Concern,High,Logistic regression model prediction 
mitomycin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mitotane,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mitoxantrone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mivacurium,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mizolastine,Other-DILI-Concern,Low,Logistic regression model prediction 
mizoribine,Other-DILI-Concern,Low,Logistic regression model prediction 
moclobemide,Other-DILI-Concern,Low,Logistic regression model prediction 
modafinil,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
moexipril,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mofezolac,Most-DILI-Concern,High,Logistic regression model prediction 
molindone,Other-DILI-Concern,Low,Logistic regression model prediction 
molsidomine,Other-DILI-Concern,Low,Logistic regression model prediction 
mometasone,Other-DILI-Concern,Low,Logistic regression model prediction 
monobenzone,Other-DILI-Concern,Low,Logistic regression model prediction 
monoctanoin,Other-DILI-Concern,Low,Logistic regression model prediction 
montelukast,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
moracizine,Other-DILI-Concern,Low,Logistic regression model prediction 
moricizine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
morniflumate,Other-DILI-Concern,Low,Logistic regression model prediction 
moroxydine,Other-DILI-Concern,Low,Logistic regression model prediction 
morphine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mosapride,Other-DILI-Concern,Low,Logistic regression model prediction 
moxalactam,Most-DILI-Concern,High,Logistic regression model prediction 
moxaverine,Other-DILI-Concern,Low,Logistic regression model prediction 
moxifloxacin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
moxisylyte,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
moxonidine,Other-DILI-Concern,Low,Logistic regression model prediction 
mozavaptan,Most-DILI-Concern,High,Logistic regression model prediction 
mupirocin,Other-DILI-Concern,Low,Logistic regression model prediction 
muromonab-cd3,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mycophenolate mofetil,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
mycophenolic acid,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nabilone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nabumetone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nadide,Most-DILI-Concern,High,Logistic regression model prediction 
nadifloxacin,Other-DILI-Concern,Low,Logistic regression model prediction 
nadolol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nafamostat,Other-DILI-Concern,Low,Logistic regression model prediction 
nafcillin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
naftidrofuryl,Other-DILI-Concern,Low,Logistic regression model prediction 
naftifine,Other-DILI-Concern,Low,Logistic regression model prediction 
naftopidil,Other-DILI-Concern,Low,Logistic regression model prediction 
nalbuphine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nalfurafine,Most-DILI-Concern,High,Logistic regression model prediction 
nalidixic acid,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nalmefene,Other-DILI-Concern,Low,Logistic regression model prediction 
nalmefene hydrochloride,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
naloxegol,Other-DILI-Concern,Low,Logistic regression model prediction 
naloxone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
naltrexone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nandrolone,Most-DILI-Concern,High,Logistic regression model prediction 
nandrolone decanoate,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
naphazoline,Other-DILI-Concern,Low,Logistic regression model prediction 
naproxen,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
naratriptan,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
natalizumab,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
natamycin,Other-DILI-Concern,Low,Logistic regression model prediction 
nateglinide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nebivolol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nedaplatin,Most-DILI-Concern,High,Logistic regression model prediction 
nedocromil,Other-DILI-Concern,Low,Logistic regression model prediction 
nefazodone,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
nefopam,Other-DILI-Concern,Low,Logistic regression model prediction 
nelarabine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nelfinavir,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nemonapride,Other-DILI-Concern,Low,Logistic regression model prediction 
neo-gilurytmal,Most-DILI-Concern,High,Logistic regression model prediction 
neomycin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
neostigmine,Other-DILI-Concern,Low,Logistic regression model prediction 
nepafenac,Other-DILI-Concern,Low,Logistic regression model prediction 
neridronic acid,Other-DILI-Concern,Low,Logistic regression model prediction 
nesiritide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
netilmicin,Most-DILI-Concern,High,Logistic regression model prediction 
netupitant,Most-DILI-Concern,High,Logistic regression model prediction 
nevirapine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
niacin,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
nialamide,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
nicardipine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nicergoline,Most-DILI-Concern,High,Logistic regression model prediction 
niceritrol,Most-DILI-Concern,High,Logistic regression model prediction 
niclosamide,Most-DILI-Concern,High,Logistic regression model prediction 
nicorandil,Most-DILI-Concern,High,Logistic regression model prediction 
nicotinamide,Most-DILI-Concern,High,Logistic regression model prediction 
nicotine,Other-DILI-Concern,Low,Logistic regression model prediction 
nicotinyl alcohol,Most-DILI-Concern,High,Logistic regression model prediction 
nifedipine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nifekalant,Most-DILI-Concern,High,Logistic regression model prediction 
nifenazone,Other-DILI-Concern,Low,Logistic regression model prediction 
niflumic acid,Other-DILI-Concern,Low,Logistic regression model prediction 
nifuroxazide,Other-DILI-Concern,Low,Logistic regression model prediction 
nifurtimox,Most-DILI-Concern,High,Logistic regression model prediction 
nikethamide,Other-DILI-Concern,Low,Logistic regression model prediction 
nilotinib,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
nilutamide,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
nilvadipine,Other-DILI-Concern,Low,Logistic regression model prediction 
nimesulide,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
nimodipine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nimorazole,Other-DILI-Concern,Low,Logistic regression model prediction 
nimustine,Most-DILI-Concern,High,Logistic regression model prediction 
nintedanib,Most-DILI-Concern,High,Logistic regression model prediction 
niperotidine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
niraparib,Other-DILI-Concern,Low,Logistic regression model prediction 
niridazole,Other-DILI-Concern,Low,Logistic regression model prediction 
nisoldipine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nitazoxanide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nitisinone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nitrefazole,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
nitrendipine,Most-DILI-Concern,High,Logistic regression model prediction 
nitrofurantoin,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
nitrofurazone,Other-DILI-Concern,Low,Logistic regression model prediction 
nitroglycerin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nitroprusside,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nitroxoline,Other-DILI-Concern,Low,Logistic regression model prediction 
nizatidine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
nizofenone,Most-DILI-Concern,High,Logistic regression model prediction 
nomegestrol,Most-DILI-Concern,High,Logistic regression model prediction 
nomifensine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
nonivamide,Other-DILI-Concern,Low,Logistic regression model prediction 
nonoxynol,Other-DILI-Concern,Low,Logistic regression model prediction 
norelgestromin,Other-DILI-Concern,Low,Logistic regression model prediction 
norepinephrine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
norethindrone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
norethindrone acetate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
norethisterone,Most-DILI-Concern,High,Logistic regression model prediction 
noretynodrel,Other-DILI-Concern,Low,Logistic regression model prediction 
norfloxacin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
norgestimate,Most-DILI-Concern,High,Logistic regression model prediction 
norgestrel,Most-DILI-Concern,High,Logistic regression model prediction 
nortriptyline,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
noscapine,Other-DILI-Concern,Low,Logistic regression model prediction 
novobiocin,Most-DILI-Concern,High,Logistic regression model prediction 
nystatin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
obeticholic acid,Other-DILI-Concern,Low,Logistic regression model prediction 
obidoxime,Most-DILI-Concern,High,Logistic regression model prediction 
octenidine,Other-DILI-Concern,Low,Logistic regression model prediction 
octinoxate,Most-DILI-Concern,High,Logistic regression model prediction 
octreotide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ofatumumab,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ofloxacin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
olanzapine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
olaparib,Other-DILI-Concern,Low,Logistic regression model prediction 
olmesartan,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
olmutinib,Most-DILI-Concern,High,Logistic regression model prediction 
olopatadine,Other-DILI-Concern,Low,Logistic regression model prediction 
olprinone,Most-DILI-Concern,High,Logistic regression model prediction 
olsalazine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
omalizumab,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
omarigliptin,Most-DILI-Concern,High,Logistic regression model prediction 
