drug,Blood and lymphatic system disorders,Cardiac disorders,"Congenital, familial and genetic disorders",Ear and labyrinth disorders,Endocrine disorders,Eye disorders,Gastrointestinal disorders,General disorders and administration site conditions,Hepatobiliary disorders,Immune system disorders,Infections and infestations,"Injury, poisoning and procedural complications",Investigations,Metabolism and nutrition disorders,Musculoskeletal and connective tissue disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",Nervous system disorders,"Pregnancy, puerperium and perinatal conditions",Product issues,Psychiatric disorders,Renal and urinary disorders,Reproductive system and breast disorders,"Respiratory, thoracic and mediastinal disorders",Skin and subcutaneous tissue disorders,Social circumstances,Surgical and medical procedures,Vascular disorders,DILIConcern,DILI Risk Level,DILIConcern source
reteplase,0.019858156,0.164539007,0.000945626,0,0.00141844,0.008983452,0.082269504,0.191489362,0.00141844,0.009929078,0.012293144,0.044444444,0.054373522,0.007565012,0.012765957,0.002836879,0.183451537,0,0.000472813,0.01607565,0.020330969,0.001891253,0.036406619,0.021749409,0.000472813,0.004255319,0.099763593,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
retigabine,0.003364172,0.014297729,0.002523129,0.004205214,0.000841043,0.048780488,0.052985702,0.113540791,0.0058873,0.006728343,0.020185029,0.049621531,0.044575273,0.005046257,0.015979815,0.004205214,0.230445753,0,0.001682086,0.128679563,0.150546678,0.006728343,0.016820858,0.045416316,0.003364172,0.012615643,0.010933558,Other-DILI-Concern,Low,Logistic regression model predictions 
retinol,0.015398551,0.010869565,0.016304348,0.003623188,0.001811594,0.079710145,0.105072464,0.138586957,0.046195652,0.020833333,0.017210145,0.064311594,0.028985507,0.038043478,0.02173913,0.003623188,0.112318841,0.00634058,0.008152174,0.026268116,0.013586957,0.002717391,0.02173913,0.172101449,0.000905797,0.00634058,0.017210145,Most-DILI-Concern,High,Logistic regression model predictions 
revaprazan,0.006849315,0.006849315,0,0.006849315,0,0.020547945,0.253424658,0.04109589,0,0,0.020547945,0.006849315,0.273972603,0,0.006849315,0,0.150684932,0,0,0.01369863,0,0.01369863,0.034246575,0.123287671,0,0,0.020547945,Other-DILI-Concern,Low,Logistic regression model predictions 
ribavirin,0.081683248,0.014199749,0.001253463,0.005818659,0.00596667,0.019088718,0.100614706,0.164370193,0.016332024,0.006503208,0.048302274,0.028450377,0.087589789,0.036549322,0.036720459,0.006484706,0.087122631,0.002169278,0.002765945,0.066942336,0.014653031,0.004602199,0.046928553,0.091937595,0.002955583,0.004694705,0.015300577,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ribociclib,0.110946502,0.019423868,0.000493827,0.003292181,0.000493827,0.012839506,0.131522634,0.13909465,0.014979424,0.004279835,0.048559671,0.026831276,0.134814815,0.028312757,0.044938272,0.039506173,0.051522634,0,0.000493827,0.023703704,0.013662551,0.003127572,0.04345679,0.078353909,0.000329218,0.002633745,0.022386831,Most-DILI-Concern,High,Logistic regression model predictions 
riboflavin,0.000461255,0.059501845,0.001383764,0.001845018,0,0.017066421,0.178505535,0.265682657,0.001845018,0.029059041,0.004151292,0.015221402,0.014760148,0.003690037,0.005073801,0,0.084870849,0.001845018,0.001845018,0.015682657,0.004612546,0.001383764,0.057195572,0.191420664,0,0.006457565,0.036439114,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ribostamycin,0,0.004545455,0,0.004545455,0,0,0.05,0.163636364,0,0.031818182,0.290909091,0,0,0.013636364,0.004545455,0,0.077272727,0,0,0,0.013636364,0.004545455,0.059090909,0.240909091,0,0.004545455,0.036363636,Other-DILI-Concern,Low,Logistic regression model predictions 
rifabutin,0.123400743,0.010317788,0.001238135,0.005777961,0.001238135,0.138671069,0.072637227,0.123400743,0.063557573,0.017746595,0.043747421,0.019397441,0.068510111,0.018159307,0.061494016,0.001650846,0.045398267,0.000825423,0.001238135,0.014032191,0.028064383,0.002063558,0.017333884,0.107304994,0.002476269,0.002476269,0.007841519,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rifampin,0.047999101,0.007820529,0.000979573,0.004560637,0.001621917,0.012124229,0.149698099,0.09749165,0.148381295,0.011674589,0.014581192,0.005748972,0.087021454,0.032920092,0.025645555,0.000786871,0.052302801,0.001445272,0.000385406,0.012622045,0.03181205,0.002456963,0.021149152,0.217224435,0.00022482,0.000867163,0.010454137,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
rifamycin,0.028243601,0.026478376,0.000882613,0.006178288,0,0.030891439,0.113857017,0.150926743,0.119152692,0.042365402,0.011473963,0.008826125,0.052956752,0.016769638,0.005295675,0,0.041482789,0,0.000882613,0.00353045,0.01059135,0.001765225,0.044130627,0.230361871,0.000882613,0,0.052074139,Most-DILI-Concern,High,Logistic regression model predictions 
rifapentine,0.028156222,0.006357856,0,0.002724796,0,0.009082652,0.092643052,0.166212534,0.237057221,0.016348774,0.009082652,0.013623978,0.103542234,0.021798365,0.017257039,0,0.044504995,0.000908265,0.000908265,0.010899183,0.0208901,0.000908265,0.032697548,0.108991826,0.00181653,0,0.053587648,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
rifaximin,0.008665364,0.011723728,0.000509727,0.0046725,0.000339818,0.005352137,0.133208733,0.195565373,0.043496729,0.006031773,0.049613457,0.119870869,0.062441594,0.023617365,0.025911138,0.012998046,0.083765186,0.000679636,0.006711409,0.040693229,0.021748365,0.002293773,0.026760683,0.047149775,0.009429955,0.043836547,0.012913091,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rilmenidine,0.03514377,0.049201278,0.000638978,0.015974441,0.000638978,0.011501597,0.084345048,0.10798722,0.022364217,0.002555911,0.01086262,0.063258786,0.055591054,0.047284345,0.031309904,0.005111821,0.102236422,0.001277955,0.002555911,0.060063898,0.041533546,0.01086262,0.029392971,0.120127796,0.000638978,0.001277955,0.086261981,Other-DILI-Concern,Low,Logistic regression model predictions 
rilonacept,0.015706806,0.015706806,0.020942408,0,0.005235602,0.015706806,0.062827225,0.141361257,0.010471204,0.02617801,0.141361257,0.12565445,0.057591623,0.010471204,0.062827225,0.015706806,0.041884817,0.005235602,0.015706806,0.015706806,0.010471204,0.005235602,0.062827225,0.062827225,0.005235602,0.02617801,0.020942408,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rilpivirine,0.010833333,0.011666667,0.011666667,0.008333333,0.004166667,0.005,0.094166667,0.1875,0.0325,0.006666667,0.0575,0.0825,0.1175,0.0275,0.025833333,0.0075,0.0675,0.02,0.005,0.076666667,0.031666667,0.0025,0.015833333,0.060833333,0.001666667,0.0175,0.01,Most-DILI-Concern,High,Logistic regression model predictions 
riluzole,0.040712468,0.029516539,0.001526718,0.005597964,0.002035623,0.005597964,0.14351145,0.206615776,0.03562341,0.003562341,0.029516539,0.02697201,0.069720102,0.025445293,0.02697201,0.006615776,0.099236641,0.001526718,0.004071247,0.032569975,0.013740458,0.002544529,0.098727735,0.059541985,0.000508906,0.007633588,0.020356234,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
rimantadine,0.018229167,0.049479167,0,0.018229167,0,0.015625,0.080729167,0.1171875,0.018229167,0.018229167,0.013020833,0.041666667,0.0390625,0.03125,0.020833333,0.005208333,0.216145833,0.005208333,0,0.111979167,0.015625,0.005208333,0.028645833,0.109375,0.002604167,0,0.018229167,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rimexolone,0,0.005952381,0.011904762,0.005952381,0,0.291666667,0.017857143,0.125,0,0.017857143,0.06547619,0.047619048,0.083333333,0.017857143,0.041666667,0,0.077380952,0,0.005952381,0.011904762,0.005952381,0,0.029761905,0.089285714,0,0.005952381,0.041666667,Other-DILI-Concern,Low,Logistic regression model predictions 
rimonabant,0.00197796,0.031929924,0.000282566,0.005086183,0.001695394,0.011302628,0.111330884,0.119807855,0.004521051,0.001130263,0.011302628,0.007346708,0.02825657,0.031082227,0.034473015,0.002543091,0.151172648,0.002260526,0.00197796,0.315060752,0.008194405,0.005086183,0.025996044,0.051992088,0.005651314,0,0.028539135,Other-DILI-Concern,Low,Logistic regression model predictions 
riociguat,0.011582849,0.036391205,0.001389942,0.006233679,0.001052986,0.011245893,0.106520091,0.154367787,0.003790751,0.004548901,0.051469969,0.047847696,0.07589925,0.04220369,0.044772976,0.005644006,0.100791846,8.42E-05,0.004885856,0.019880381,0.015078763,0.003201078,0.112669531,0.022744503,0.002653525,0.056861259,0.056187347,Other-DILI-Concern,Low,Logistic regression model predictions 
ripasudil,0,0.037735849,0,0,0,0.566037736,0.037735849,0.037735849,0,0,0.018867925,0.018867925,0.132075472,0,0,0,0.056603774,0,0,0,0,0,0,0.094339623,0,0,0,Most-DILI-Concern,High,Logistic regression model predictions 
risedronate,0.013273718,0.018303759,0.00251502,0.009047087,0.005344418,0.025254995,0.152682688,0.13147967,0.006532067,0.011387453,0.033778119,0.081074473,0.037899958,0.02211122,0.174514461,0.014007266,0.073494481,0.000384239,0.009640911,0.030564482,0.013727819,0.008103954,0.030599413,0.050335336,0.008069023,0.015229845,0.020644125,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
risperidone,0.011879125,0.021842263,0.001700102,0.001975357,0.028599494,0.012202954,0.037726073,0.09212394,0.008894502,0.00265,0.009293891,0.110933005,0.070157543,0.0844384,0.020595521,0.003697047,0.140412234,0.001424847,0.014086559,0.116751132,0.012235337,0.137918751,0.017260083,0.018771285,0.00354053,0.005132689,0.013757333,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ritodrine,0.014794449,0.362529458,0.006546216,0.001047395,0.000261849,0.002487562,0.044776119,0.142183818,0.009295627,0.003142184,0.00392773,0.002880335,0.026446714,0.018329406,0.013354281,0.000392773,0.184472375,0.016365541,0,0.007593611,0.002880335,0.001047395,0.086802828,0.032862006,0.000130924,0.000130924,0.015318146,Most-DILI-Concern,High,Logistic regression model predictions 
ritonavir,0.025832313,0.025683851,0.022157889,0.002746539,0.016405003,0.009835579,0.099729058,0.114352522,0.047730394,0.01328731,0.05162751,0.07820213,0.078239246,0.058196934,0.031399621,0.010837694,0.064766359,0.048584048,0.001113462,0.024236351,0.043313662,0.007682886,0.023271351,0.071261552,0.001558846,0.010021156,0.017926734,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
rivaroxaban,0.038879631,0.02509802,0.003558126,0.003636542,0.001063517,0.012850421,0.206439914,0.076587924,0.006778083,0.002568124,0.016633993,0.088355224,0.050240149,0.008228779,0.029910802,0.006939816,0.115403842,0.000352872,0.003401294,0.0122525,0.048867869,0.020451872,0.075347971,0.040653793,0.001279161,0.011237993,0.092981768,Other-DILI-Concern,Low,Logistic regression model predictions 
rivastigmine,0.005498548,0.052158761,0.000232333,0.005033882,0.001006776,0.007202323,0.115972894,0.170493708,0.006621491,0.007163601,0.028886738,0.06017425,0.042090997,0.032875121,0.018818974,0.007821878,0.154772507,0.000116167,0.019090029,0.099554695,0.01428848,0.001897386,0.021916747,0.090803485,0.002207164,0.004298161,0.029002904,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rizatriptan,0.004131333,0.054142205,0.004783649,0.009567297,0.001304631,0.01978691,0.098717112,0.241356817,0.002609263,0.020439226,0.009349859,0.054577082,0.025222875,0.006523157,0.034790172,0.001956947,0.18438791,0.010219613,0.034790172,0.048271363,0.011089367,0.005870841,0.037181996,0.039138943,0.005218526,0.005870841,0.028701892,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rocuronium,0.002567735,0.079599787,0.000708341,0.00035417,0.001239596,0.00513547,0.018859571,0.13644413,0.003276076,0.259075615,0.003187533,0.067292368,0.053037011,0.005843811,0.010890738,0.005932353,0.0376306,0.002656278,0.008677174,0.005843811,0.004250044,0.00035417,0.095803081,0.099344785,0.000708341,0.005489641,0.085797769,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rofecoxib,0.014060591,0.152289297,0.001785646,0.007038512,0.003987577,0.014827433,0.087074882,0.113180367,0.011590265,0.00770676,0.030624374,0.044252247,0.045161502,0.034354511,0.045566833,0.008320233,0.125608681,0.000301259,0.000761364,0.046218648,0.032064941,0.008802248,0.053525555,0.030383366,0.002015698,0.007356203,0.071141006,Other-DILI-Concern,Low,Logistic regression model predictions 
roflumilast,0.003126628,0.030119854,0.000104221,0.003126628,0.001354872,0.008858781,0.190828557,0.119228765,0.001980198,0.005211047,0.045231892,0.045544554,0.07253778,0.053986451,0.046586764,0.009796769,0.095883273,0,0.006670141,0.099322564,0.007920792,0.003543512,0.104846274,0.023345492,0.003022408,0.003856175,0.013965607,Other-DILI-Concern,Low,Logistic regression model predictions 
rolitetracycline,0.004474273,0.060402685,0,0.013422819,0,0.006711409,0.091722595,0.167785235,0.008948546,0.022371365,0.013422819,0,0.004474273,0.002237136,0.011185682,0,0.10738255,0,0,0.022371365,0.011185682,0.002237136,0.089485459,0.281879195,0,0,0.078299776,Most-DILI-Concern,High,Logistic regression model predictions 
romidepsin,0.089918256,0.050862852,0,0.004541326,0,0.010899183,0.080835604,0.188919164,0.011807448,0.014532243,0.090826521,0.028156222,0.092643052,0.048138056,0.013623978,0.068119891,0.037238874,0,0.00181653,0.016348774,0.018165304,0.005449591,0.051771117,0.047229791,0.000908265,0.000908265,0.026339691,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
romiplostim,0.071006821,0.025603176,0.00162883,0.003613967,0.00213784,0.007838746,0.042756795,0.210882622,0.010536496,0.005497302,0.044283824,0.066222132,0.131019037,0.015321185,0.042553191,0.056194645,0.064033391,0.001679731,0.000814415,0.019393261,0.015779293,0.004224779,0.044741932,0.032678408,0.003919373,0.032983813,0.042654993,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ropinirole,0.003352273,0.021704545,0.000568182,0.005056818,0.001136364,0.014204545,0.092784091,0.187670455,0.004204545,0.008522727,0.014318182,0.05375,0.037954545,0.013693182,0.044545455,0.003920455,0.189375,0.000795455,0.013920455,0.159375,0.010909091,0.006079545,0.026875,0.035284091,0.019545455,0.010284091,0.020170455,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ropivacaine,0.00364194,0.077439141,0.000383362,0.003450259,0,0.014184397,0.112708453,0.111366686,0.002491854,0.036227717,0.009009009,0.077822503,0.034119226,0.003833621,0.028560475,0.000575043,0.230783975,0.018976423,0.005750431,0.025876941,0.013034311,0.00191681,0.049837071,0.066896684,0.000575043,0.004792026,0.065746598,Other-DILI-Concern,Low,Logistic regression model predictions 
rose bengal,0,0,0,0,0,0.285714286,0,0.285714286,0,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,Other-DILI-Concern,Low,Logistic regression model predictions 
rosiglitazone,0.006710093,0.44645934,0.000616376,0.000903551,0.000364222,0.011991315,0.016319955,0.106878196,0.006878196,0.001120684,0.007200392,0.034538068,0.041521328,0.021285984,0.012481614,0.002178329,0.132184633,0.000266162,0.000595363,0.010968691,0.014330742,0.001639,0.034355957,0.007816768,0.003355047,0.04588499,0.031155005,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rosoxacin,0,0.076923077,0,0.076923077,0,0,0.076923077,0.230769231,0,0,0.076923077,0,0,0,0,0,0.153846154,0,0,0.153846154,0,0,0,0.153846154,0,0,0,Other-DILI-Concern,Low,Logistic regression model predictions 
rosuvastatin,0.005953987,0.03575183,0.000855886,0.006968025,0.002856053,0.017303774,0.085402499,0.12978761,0.018931818,0.011991702,0.022057661,0.057269911,0.097580263,0.029239657,0.170888726,0.00976826,0.091337879,0.000279093,0.008586765,0.036998446,0.029593175,0.00743318,0.034561033,0.051976445,0.005228345,0.007823911,0.023574067,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rotigotine,0.002495681,0.017853715,0.000287963,0.004223459,0.000863889,0.012862354,0.054904972,0.229890574,0.003263582,0.008062968,0.018333653,0.087060856,0.026588597,0.011038587,0.040986754,0.006527165,0.144653484,0.000767902,0.052121328,0.108658092,0.010654636,0.002975619,0.019581494,0.100307161,0.004319447,0.010654636,0.020061432,Other-DILI-Concern,Low,Logistic regression model predictions 
rotundine,0,0.043165468,0,0.064748201,0,0.035971223,0.201438849,0.143884892,0.007194245,0.021582734,0,0.007194245,0.021582734,0.021582734,0,0,0.201438849,0,0,0.043165468,0.007194245,0.007194245,0.021582734,0.122302158,0,0,0.028776978,Most-DILI-Concern,High,Logistic regression model predictions 
roxatidine,0.028862479,0.032258065,0,0.006791171,0,0.013582343,0.26655348,0.101867572,0.022071307,0.01188455,0.006791171,0.006791171,0.025466893,0.01188455,0.015280136,0,0.210526316,0,0,0.069609508,0.016977929,0.020373514,0.013582343,0.108658744,0,0.001697793,0.008488964,Other-DILI-Concern,Low,Logistic regression model predictions 
roxithromycin,0.016960886,0.022983731,0.001315334,0.013361025,0.000138456,0.018830045,0.224437522,0.079266182,0.033783316,0.016753202,0.015645552,0.00512288,0.034129457,0.010038075,0.016891658,0.000346141,0.09726549,0.00110765,0.000276912,0.02194531,0.010453444,0.00290758,0.03219107,0.307788162,0.000276912,0.000553825,0.015230183,Most-DILI-Concern,High,Logistic regression model predictions 
rufinamide,0.019329897,0.007731959,0,0.010309278,0.00128866,0.016752577,0.090206186,0.159793814,0.007731959,0.006443299,0.020618557,0.043814433,0.059278351,0.046391753,0.010309278,0,0.289948454,0.003865979,0.003865979,0.068298969,0.020618557,0.00257732,0.018041237,0.078608247,0.00257732,0.003865979,0.007731959,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
rufloxacin,0,0.032934132,0,0.047904192,0,0.002994012,0.22754491,0.053892216,0.002994012,0.011976048,0,0,0.005988024,0.005988024,0.020958084,0,0.164670659,0,0,0.230538922,0.005988024,0,0.032934132,0.134730539,0,0,0.017964072,Most-DILI-Concern,High,Logistic regression model predictions 
rupatadine,0.002197802,0.057142857,0.003296703,0.014285714,0.002197802,0.02967033,0.120879121,0.135164835,0.013186813,0.015384615,0.007692308,0.024175824,0.047252747,0.013186813,0.062637363,0.002197802,0.173626374,0.001098901,0.003296703,0.059340659,0.008791209,0.008791209,0.06043956,0.107692308,0.001098901,0.002197802,0.023076923,Other-DILI-Concern,Low,Logistic regression model predictions 
rutin,0.027272727,0.018181818,0.009090909,0.009090909,0,0.018181818,0.2,0.127272727,0.009090909,0.054545455,0.009090909,0.063636364,0.009090909,0.009090909,0.027272727,0.009090909,0.109090909,0,0,0.054545455,0,0.009090909,0.018181818,0.172727273,0,0.009090909,0.027272727,Most-DILI-Concern,High,Logistic regression model predictions 
ruxolitinib,0.078441117,0.017939017,0.000913784,0.004969701,0.00123441,0.009955433,0.074946295,0.150245279,0.007983584,0.00594761,0.073856167,0.114511526,0.123649364,0.025137068,0.042723396,0.033521434,0.06681843,1.60E-05,0.001090128,0.020568149,0.018628363,0.002885633,0.047468659,0.044310494,0.002757382,0.007294238,0.02218731,Other-DILI-Concern,Low,Logistic regression model predictions 
saccharin,0.023255814,0.046511628,0,0.023255814,0,0.046511628,0.139534884,0.069767442,0,0.139534884,0.046511628,0.023255814,0.046511628,0.023255814,0.046511628,0,0.046511628,0,0,0.046511628,0.023255814,0,0.046511628,0.11627907,0,0.023255814,0.023255814,Other-DILI-Concern,Low,Logistic regression model predictions 
sacrosidase,0,0.032608696,0,0,0,0.02173913,0.27173913,0.195652174,0.010869565,0,0.02173913,0.02173913,0.043478261,0.032608696,0.010869565,0,0.076086957,0,0.054347826,0.054347826,0.010869565,0,0.043478261,0.076086957,0,0.010869565,0.010869565,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sacubitril,0,0.068181818,0,0,0,0,0.068181818,0.113636364,0,0,0,0.090909091,0.022727273,0.045454545,0.022727273,0,0.136363636,0,0,0.068181818,0.113636364,0,0.045454545,0.090909091,0,0,0.113636364,Other-DILI-Concern,Low,Logistic regression model predictions 
safinamide,0.002608696,0.017391304,0,0.014782609,0,0.04173913,0.085217391,0.116521739,0.00173913,0.000869565,0.025217391,0.060869565,0.02173913,0.011304348,0.04,0.005217391,0.312173913,0.000869565,0.000869565,0.140869565,0.016521739,0.00173913,0.017391304,0.029565217,0.002608696,0.000869565,0.031304348,Other-DILI-Concern,Low,Logistic regression model predictions 
salbutamol,0.003095784,0.057382254,0.001508203,0.002919386,0.001305345,0.010495678,0.043288058,0.17582466,0.001790439,0.013071088,0.041956253,0.156447345,0.030560945,0.012709473,0.015990475,0.006094549,0.089204445,0.001931558,0.079970012,0.032210266,0.004947963,0.001799259,0.138190157,0.040959605,0.004798024,0.017966132,0.013582642,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
salicylamide,0.057142857,0.042857143,0.057142857,0,0,0.014285714,0.028571429,0.028571429,0,0.042857143,0,0.171428571,0,0,0.028571429,0,0.028571429,0,0,0.042857143,0.028571429,0,0.071428571,0.357142857,0,0,0,Other-DILI-Concern,Low,Logistic regression model predictions 
salmeterol,0.00450676,0.063953072,0.001859933,0.004077545,0.001859933,0.013734888,0.065026111,0.185778668,0.001573789,0.013377209,0.042563846,0.034981043,0.027040561,0.010515774,0.04821518,0.004578296,0.108019172,0.003147579,0.03762787,0.038486301,0.006581301,0.004006009,0.199871235,0.05479648,0.001859933,0.006438229,0.015523285,Other-DILI-Concern,Low,Logistic regression model predictions 
salsalate,0.033099298,0.019057172,0.001003009,0.077231695,0.002006018,0.007021063,0.17552658,0.100300903,0.013039117,0.028084253,0.012036108,0.032096289,0.065195587,0.03109328,0.023069208,0.005015045,0.094282849,0,0.003009027,0.049147442,0.043129388,0.002006018,0.049147442,0.099297894,0.002006018,0.001003009,0.032096289,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sapropterin,0.003189066,0.007061503,0.005922551,0.004555809,0.001594533,0.007061503,0.170615034,0.176082005,0.004328018,0.00523918,0.076993166,0.074031891,0.052164009,0.024373576,0.018451025,0.003872437,0.122323462,0.02095672,0.002050114,0.08952164,0.011617312,0.00501139,0.055353075,0.040091116,0.002961276,0.006378132,0.008200456,Other-DILI-Concern,Low,Logistic regression model predictions 
saquinavir,0.031206241,0.026005201,0.023404681,0.0040008,0.00840168,0.013602721,0.118223645,0.109221844,0.042608522,0.00920184,0.042208442,0.030806161,0.081416283,0.098619724,0.036807361,0.00940188,0.072814563,0.031006201,0.00060012,0.027205441,0.030806161,0.014802961,0.022604521,0.092218444,0.00040008,0.00460092,0.017803561,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sarpogrelate,0.015410959,0.042808219,0,0.007705479,0.000856164,0.015410959,0.20890411,0.129280822,0.017979452,0.005136986,0.019691781,0.02739726,0.032534247,0.026541096,0.023116438,0.006849315,0.193493151,0,0.001712329,0.015410959,0.018835616,0.005136986,0.036815068,0.074486301,0,0.009417808,0.065068493,Other-DILI-Concern,Low,Logistic regression model predictions 
sasapyrine,0.032868526,0.018924303,0.000996016,0.076693227,0.001992032,0.006972112,0.175298805,0.10059761,0.012948207,0.029880478,0.011952191,0.03187251,0.064741036,0.030876494,0.022908367,0.00498008,0.093625498,0,0.002988048,0.048804781,0.042828685,0.001992032,0.049800797,0.10059761,0.001992032,0.000996016,0.03187251,Other-DILI-Concern,Low,Logistic regression model predictions 
saxagliptin,0.009817871,0.071143995,0.000569152,0.00498008,0.001280592,0.018355151,0.158793398,0.121229368,0.011525327,0.010244735,0.037137166,0.046955037,0.103870233,0.051223677,0.03614115,0.029595902,0.077831531,0.000996016,0.00498008,0.022766079,0.032014798,0.006118384,0.03329539,0.083380763,0.002276608,0.005406944,0.018070575,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
scopolamine,0.003310214,0.045988335,0.000985183,0.014541299,0.000394073,0.09315889,0.11810372,0.131935687,0.00204918,0.022816835,0.00748739,0.040983607,0.018324401,0.006975095,0.00851198,0.001261034,0.12295082,0.001379256,0.008117907,0.071878941,0.01012768,0.001891551,0.039604351,0.192662358,0.003034363,0.001970366,0.029555485,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
secnidazole,0.003546099,0.005910165,0,0.033096927,0,0.014184397,0.35106383,0.096926714,0.009456265,0.014184397,0.008274232,0.013002364,0.011820331,0.021276596,0.017730496,0,0.199763593,0.002364066,0.008274232,0.01536643,0.013002364,0.005910165,0.010638298,0.122931442,0.001182033,0,0.020094563,Other-DILI-Concern,Low,Logistic regression model predictions 
secobarbital,0.015151515,0.03030303,0.003787879,0.001893939,0,0.017045455,0.053030303,0.159090909,0.003787879,0.017045455,0.005681818,0.047348485,0.020833333,0.007575758,0.013257576,0.001893939,0.119318182,0.007575758,0.005681818,0.168560606,0.007575758,0.001893939,0.034090909,0.221590909,0.001893939,0.003787879,0.03030303,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
secretin,0,0.1,0,0,0,0,0.2,0.12,0,0.02,0,0,0.06,0,0.06,0,0.12,0,0,0.02,0,0,0.04,0.22,0,0,0.04,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
selegiline,0.008275101,0.031445384,0.000183891,0.00809121,0.002390585,0.013975726,0.079073189,0.198234645,0.005700625,0.006252299,0.011952924,0.03567488,0.048179478,0.018573005,0.025744759,0.002942258,0.153916881,0.000735565,0.005148952,0.182052225,0.014895182,0.007723428,0.021147481,0.062339095,0.003861714,0.00331004,0.048179478,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sennoside,0.012869565,0.017043478,0.002086957,0.002782609,0.001391304,0.011826087,0.174608696,0.114086957,0.018086957,0.011826087,0.03373913,0.136347826,0.045217391,0.038608696,0.02573913,0.014956522,0.062608696,0.001391304,0.005565217,0.087304348,0.020173913,0.003130435,0.024695652,0.063652174,0.034434783,0.00973913,0.026086957,Other-DILI-Concern,Low,Logistic regression model predictions 
seratrodast,0,0,0,0,0,0,0.076923077,0,0.230769231,0,0,0,0.076923077,0,0,0,0.076923077,0,0,0,0.076923077,0,0.153846154,0.307692308,0,0,0,Most-DILI-Concern,High,Logistic regression model predictions 
serine,0,0,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,Other-DILI-Concern,Low,Logistic regression model predictions 
serotonin,0.01754386,0.01754386,0,0,0,0.01754386,0.01754386,0.157894737,0,0.070175439,0.01754386,0.087719298,0.052631579,0.035087719,0.087719298,0.01754386,0.070175439,0,0,0.105263158,0,0.01754386,0.087719298,0.052631579,0.01754386,0.01754386,0.035087719,Other-DILI-Concern,Low,Logistic regression model predictions 
sertaconazole,0.004545455,0.004545455,0.009090909,0,0,0.004545455,0.027272727,0.163636364,0.013636364,0.004545455,0.031818182,0.022727273,0.009090909,0.004545455,0.018181818,0.004545455,0.104545455,0.004545455,0,0.009090909,0,0.086363636,0.004545455,0.427272727,0,0,0.040909091,Most-DILI-Concern,High,Logistic regression model predictions 
sertindole,0.019665683,0.123893805,0.000983284,0.005899705,0.008849558,0.020648968,0.037364798,0.131760079,0.004916421,0.000983284,0.020648968,0.041297935,0.176007866,0.016715831,0.016715831,0.004916421,0.133726647,0.001966568,0,0.089478859,0.002949853,0.055063913,0.04719764,0.016715831,0,0.000983284,0.020648968,Other-DILI-Concern,Low,Logistic regression model predictions 
sertraline,0.008117975,0.029811261,0.013681131,0.010083221,0.006213199,0.019403019,0.095616747,0.137907316,0.008692432,0.0154045,0.013628221,0.056175784,0.045578576,0.031852093,0.029350184,0.004278188,0.146599748,0.008238913,0.008715107,0.160522755,0.012260108,0.023046282,0.028972252,0.05475476,0.007407463,0.00387758,0.019811185,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
